IdNumber_Numero-db|MikanNumber_Numero-MIKAN|Title-Titre|Image-Number_Numero-Image|ImageUrl|Access_Condition-acces|Branch_Service|DateIssued_Date|Description|Location_Endroit|Photographer_Photographe|Subject_Sujet
803|3225419|Captains S.A. Mooney and I.C. Stewart, Forward Observation Officers attached to the 6th Airborne Division, British Army, Greven, Germany, 5 April 1945.|a162854-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162854-v6|Credit: Lieut. Charles H. Richer / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162854       @Restrictions on use: Nil       @Copyright: Expired||April 5, 1945.||Greven, Germany,:|Richer, Charles H.|Mooney, S.A.@Stewart, I.C.@Mil. - Units - 6th Airborne Division.@Army.
804|3225429|Company Sergeant-Major J.R. Osborn of “A” Company, The Winnipeg Grenadiers, Jamaica, ca. 1940-1941. Killed in action at Hong Kong on 19 December 1941, CSM Osborn was posthumously awarded the Victoria Cross.|a037483-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a037483-v6|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-37483       @Restrictions on use: Nil       @Copyright: Expired|Army|[ca.1940-41].||Jamaica:|Unknown.|Osborn, J.R.@Army.
805|3225435|Brigade Major N. Kingsmill (left) presenting Brigadier D.G. Cunningham, who is relinquishing command of the 9th Canadian Infantry Brigade, with the first Canadian flag that was raised in Caen during the liberation of that city. Caen, France, 11 July 1944.|a162537-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162537-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162537       @Restrictions on use: Nil       @Copyright: Expired|Army|July 11, 1944.||Caen, France,:|Bell, Ken.|Ceremonies - Presentations - 1944/07/11.@Kingsmill, N.@Cunningham, D.G./  3. France - Caen.@Army.
806|3225436|Personnel of the Royal Canadian Engineers (R.C.E.) extinguishing a fire caused by German shelling, Carpiquet, France, 12 July 1944.|a162539-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162539-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162539       @Restrictions on use: Nil       @Copyright: Expired|Army|July 12, 1944.||Carpiquet, France,:|Bell, Ken.|Disasters & Accidents - Fire - 1944/07/12.@Mil. - Units - Royall Cnd Engineers.@Mil. - Ops - Land - 1944/07/12.@France - Carpiquet.@Army.
807|3225440|Private H. Koebe of the 9th Canadian Infantry Brigade helping to clear rubble, Carpiquet, France, 12 July 1944.|a162543-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162543-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162543       @Restrictions on use: Nil       @Copyright: Expired|Army|July 12, 1944.||Carpiquet, France,:|Bell, Ken.|Koebe, H.@Mil. - Units - 9th Cnd Inf. Brig.@Disasters & Accidents - 1944/07/12.@Army.
808|3225442|Unidentified infantrymen of the 9th Canadian Infantry Brigade inside a church, Carpiquet, France, 12 July 1944.|a162545-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162545-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162545       @Restrictions on use: Nil       @Copyright: Expired|Army|July 12, 1944.||Carpiquet, France,:|Bell, Ken.|Services - Religious.@Mil. - Units - 9th Cnd Inf. Brig.@France - Carpiquet.@Architecture - Interior.@Army.
809|3225457|Aircrew of No.147(BR) Squadron, Royal Canadian Air Force (R.C.A.F.), with a Bristol Bolingbroke IV aircraft, Tofino, British Columbia, Canada, 10 March 1944.|a162822-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162822-v6|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-162822       @Restrictions on use: Nil       @Copyright: Expired|Air Force|March 10, 1944.||Tofino, British Columbia, Canada,:|Unknown.|Mil. - Air Force Units - 147(BR) Squadron.@Transp. - Air - Bristol 'Bolingbroke'.@Royal Canadian Airforce (R.C.A.F.)
810|3225469|Despatch riders Doug Reid and Norman Given of the 9th Canadian Infantry Brigade checking the route of a convoy taking part in a training exercise, England, 17 May 1944.|a159936-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a159936-v6|Credit: Lieut. H. Gordon Aikman / Canada.  Dept. of National Defence / Library and Archives Canada / PA-159936       @Restrictions on use: Nil       @Copyright: Expired|Army|May 17, 1944.||England,:|Aikman, H. Gordon.|Military - Operations - Land - 1944/05/19.@Given, Norman.@Reid, Doug.@England.@Army.
811|3225470|Personnel of No.2 Provost Company, Canadian Provost Company (C.P.C.), examining a motorcycle which needs a new piston near Falaise, France, 13 August 1944.|a159937-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a159937-v6|Credit: Lieut. Michael M. Dean / Canada.  Dept. of National Defence / Library and Archives Canada / PA-159937       @Restrictions on use: Nil       @Copyright: Expired|Army|August 13, 1944.|(L-R): Corporal Syd Bullock, Lieutenant C.C. Anderson and Lance-Corporal Aimé Cyr|Falaise, France (vicinity),:|Dean, Michael M.|Mil. - Units - Canadian Provost Co. - 1044/08/13.@Bullock, Syd.@Anderson, C.C.@Cyr, Aimé.@France - Falaise - Parts.@Army.
812|3225471|The Canadian Women’s Army Corps (C.W.A.C.) Brass Band en route from the Royal Palace to the City Theatre, Amsterdam, Netherlands, 25 July 1945.|a159938-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a159938-v6|Credit: Capt. J. Ernest DeGuire / Canada.  Dept. of National Defence / Library and Archives Canada / PA-159938       @Restrictions on use: Nil       @Copyright: Expired|Army|July 25, 1945.||Amsterdam, Netherlands,:|DeGuire, J. Ernest.|Netherlands - Amsterdam - Bldgs.@Sports & Amusements - Bands.@Mil. - Units - C.W.A.C./ - 1945/07/25.@Army.
813|3225476|An unidentified trainee riding a Norton motorcycle during a despatch riders’ training course, Bordon, England, 1 May 1942.|a160020-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a160020-v6|Credit: Lieut. George A. Cooper / Canada.  Dept. of National Defence / Library and Archives Canada / PA-160020       @Restrictions on use: Nil       @Copyright: Expired|Army|May 1, 1942.||Bordon, England:|Cooper, George A.|Transportation - Land - Motorcycles.@Mil. - Training - Army - 1942/05/01.@Army.
814|3225482|Despatch rider Private H. McDowell of The 48th Highlanders of Canada delivering a message to the battalion’s advanced headquarters, Regalbuto, Italy, 4 August 1943.|a160026-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a160026-v6|Credit: Lieut. Jack H. Smith / Canada.  Dept. of National Defence / Library and Archives Canada / PA-160026       @Restrictions on use: Nil       @Copyright: Expired|Army|August 4, 1943.||Regalbuto, Italy:|Smith, Jack H.|McDowell, H.@Mil. - Units - 48th Highlanders of Canada - 1943/08/04/  Sicily -@Army.
815|3225483|Canadian despatch riders near Tunis, Tunisia, July 1943.|a160027-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a160027-v6|Credit: Lieut. Terry F. Rowe / Canada.  Dept. of National Defence / Library and Archives Canada / PA-160027       @Restrictions on use: Nil       @Copyright: Expired|Army|July 1943|(L-R): Privates Paul Riopel, Bill Stemmler, F.A. Davies.|Tunis, Tunisia (vicinity),|Rowe, Terry F.|Riopel, Paul.@Stemmler, Bill.@Davies, F.A.@ransporation - Land - Motorcycles/  4. Tunisia - Tunis - Parts.@Army.
816|3225484|Despatch riders of the 48th Highlanders of Canada, England, 19 April 1943.|a160028-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a160028-v6|Credit: Capt. Frank Royal / Canada.  Dept. of National Defence / Library and Archives Canada / PA-160028       @Restrictions on use: Nil       @Copyright: Expired|Army|April 19, 1943.||England,:|Royal, Frank.|Mil. - Units - 48th Highlanders of Canada - 1943/04/19.@Transportation - Land - Motorcycles.@Army.
817|3225486|Despatch riders of the 4th Princess Louise Dragoon Guards, Worthing, England, 7 January 1942.|a160030-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a160030-v6|Credit: Capt. Frank Royal / Canada.  Dept. of National Defence / Library and Archives Canada / PA-160030       @Restrictions on use: Nil       @Copyright: Expired|Army|January 7, 1942.||Worthing, England,:|Royal, Frank.|Mil. - Units - 4th Princess Louise Dragoon Guards - 1942/01/07.@Transportation - Land - Motorcycles.@England - Worthing - Parts.@Army.
818|3225491|Captains Albert Johnson and Gordon, both of the 1st Battalion, The Canadian Scottish Regiment, taking part in a house-clearing training exercise, England, 22 April 1944.|a162246-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162246-v6|Credit: Lieut. Kenneth H. Hand / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162246       @Restrictions on use: Nil       @Copyright: Expired|Army|April 22, 1944.||England:|Hand, Kenneth H.|Mil. - Personnel - Recreation - 1944/04/22.@Mil. - Training - Army - 1944/04/22.@Johnson, Albert.@Gordon, Capt./  3. Mil. - Units - Cnd Scottish.@Army.
819|3225493|Captain Andy Mouflier of The Royal Winnipeg Rifles looking through a hole in the wall of a shattered building during a training exercise, England, 22 April 1944.|a162249-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162249-v6|Credit: Lieut. Kenneth H. Hand / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162249       @Restrictions on use: Nil       @Copyright: Expired|Army|April 22, 1944.||England:|Hand, Kenneth H.|Mouflier, Andy.@Mil. - Training - Army - 1944/04/22.@Mil. - Units - Regina Rifles.@Army.
820|3225494|A two-inch mortar crew of The Regina Rifle Regiment taking part in a training exercise, Sussex, England, 18 April 1944.|a162250-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162250-v6|Credit: Lieut. Kenneth H. Hand / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162250       @Restrictions on use: Nil       @Copyright: Expired|Army|April 18, 1944.||Sussex, England,:|Hand, Kenneth H.|Mil. - Training - Army - 1944/04/18.@Mil. - Units - Army - Regina Rifles.@Weapons - Ammunition - Bombs.@Army.
821|3225495|Lieutenant J. McKinnell (third from right) briefing infantrymen of The Stormont, Dundas and Glengarry Highlanders during a training exercise, England, 14 April 1944.|a162251-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162251-v6|Credit: Pte. R.W. Hole / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162251       @Restrictions on use: Nil       @Copyright: Expired|Army|April 14, 1944.||England:|Hole, R.W.|Mil. - Training - Army - 1944/04/14.@Mil. - Units - Army - Glengarry Regiment.@McKinnell, J.@Army.
822|3225496|Infantrymen of the 7th Canadian Infantry Brigade taking part in a training exercise, England, 12 April 1944.|a162252-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162252-v6|Credit: Lieut. Kenneth H. Hand / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162252       @Restrictions on use: Nil       @Copyright: Expired|Army|April 12, 1944.||England:|Hand, Kenneth H.|Military - Training - Army - 1944/04/12.@Military - Units - Army - 7th Infantry Brigade - 1944/04/12.@Army.
823|3225497|Infantrymen of the 7th Canadian Infantry Brigade coming ashore from a Landing Craft Assault (LCA) during a training exercise, England, 12 April 1944.|a162253-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162253-v6|Credit: Lieut. Kenneth H. Hand / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162253       @Restrictions on use: Nil       @Copyright: Expired|Army|April 12, 1944.||England:|Hand, Kenneth H.|Military - Training - Army - 1944/04/12.@Military - Units - Army - 7th Infantry Brigade - 1944/04/12.@Transportation - Land - Tanks.@Army.
824|3225498|Lieutenant Terry Readon and his platoon clearing rubble from a street, Carpiquet, France, 12 July 1944.|a162518-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162518-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162518       @Restrictions on use: Nil       @Copyright: Expired|Army|July 12, 1944.||Carpiquet, France,:|Bell, Ken.|Reardon, Terry.@Mil. - Personnel - 1944/07/12.@France - Carpiquet.@Army.
825|3225499|Unidentified Canadian officers examining a damaged Henschel Hs 129 aircraft of the Luftwaffe, Carpiquet, France, 12 July 1944.|a162519-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162519-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162519       @Restrictions on use: Nil       @Copyright: Expired||July 12, 1944.||Carpiquet, France,:|Bell, Ken.|Disasters & Accidents - Air - 1944/07/12.@Mil. - Personnel - 1944/07/12.@France - Carpiquet.@Army.
826|3225500|Captain J.W. Ferguson and Lieutenant D.L. Almas examining a damaged Henschel Hs 129 aircraft of the Luftwaffe, Carpiquet, France, 12 July 1944.|a162520-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162520-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162520       @Restrictions on use: Nil       @Copyright: Expired||July 12, 1944.||Carpiquet, France,:|Bell, Ken.|Disasters & Accidents - Air - 1944/07/12.@Ferguson, J.W.@Almas, D.L.@Mil. - Personnel - 1944/07/12.@Army.
827|3225502|Privates R.T. Crawford and W.M. Stairs sitting on an unused German 500-pound bomb, Carpiquet, France, 12 July 1944.|a162522-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162522-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162522       @Restrictions on use: Nil       @Copyright: Expired||July 12, 1944.||Carpiquet, France,:|Bell, Ken.|Mil. - Personnel - Recreation - 1944/07/12.@Crawford, R.T.@Stairs, W.M.@Weapons - Ammunition - Bombs.@Army.
828|3225503|Canadian infantrymen holding a former German position on the airfield at Carpiquet, France, 12 July 1944.|a162523-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162523-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162523       @Restrictions on use: Nil       @Copyright: Expired|Army|July 12, 1944.||Carpiquet, France,:|Bell, Ken.|Mil. - Ops - Land - 1944/07/12.@Weapons - Ammunition.@Army.
829|3225504|Canadian infantrymen holding a former German position on the airfield at Carpiquet, France, 12 July 1944.|a162524-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162524-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162524       @Restrictions on use: Nil       @Copyright: Expired|Army|July 12, 1944.||Carpiquet, France,:|Bell, Ken.|Mil. - Ops - Land - 1944/07/12.@Weapons - Ammunition.@Army.
830|3225505|Briefing of Canadian infantrymen outside a hangar at the airfield, Carpiquet, France, 12 July 1944.|a162525-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162525-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162525       @Restrictions on use: Nil       @Copyright: Expired||July 12, 1944.||Carpiquet, France,:|Bell, Ken.|Mil. - Training - Air - 1944/07/12.@France - Carpiquet.@Army.
831|3225507|Sapper A. Lajambe manning a Bren gun position on the airfield at Carpiquet, France, 12 July 1944.|a162527-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162527-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162527       @Restrictions on use: Nil       @Copyright: Expired|Army|July 12, 1944.||Carpiquet, France,:|Bell, Ken.|Lajambe, A.@Weapons - Small arms - Machine guns - 1944/07/12.@Mil. - Ops - Land - 1944/07/12.@Army.
832|3225508|Sergeant N.E. Theriault and Lance-Corporal E.G. Chassie examining a damaged German anti-aircraft gun on the airfield at Carpiquet, France, 12 July 1944.|a162528-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162528-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162528       @Restrictions on use: Nil       @Copyright: Expired|Army|July 12, 1944.||Carpiquet, France,:|Bell, Ken.|Mil. - Personnel - 1944/07/12.@Theriault, N.E.@Chassie, E.G.@Weapons - A/A  4. Disasters & Accidents - 1944/07/12.@Army.
833|3225514|French-Canadian personnel attending a Mass celebrating Bastille Day, Rots, France, 13 July 1944.|a162485-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162485-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162485       @Restrictions on use: Nil       @Copyright: Expired|Army|July 13, 1944.||Rots, France,:|Bell, Ken.|Mil. - Personnel - 1944/07/13.@Ceremonies - Mil. - 1944/07/13.@Services - Religious - 1944/07/13.@Weapons - Armaments - Artillery.@Army.
834|3225515|Infantrymen of Le Régiment de Maisonneuve attending a Mass celebrating Bastille Day, Rots, France, 13 July 1944.|a162486-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162486-v6|Credit: Lieut. Ken Bell / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162486       @Restrictions on use: Nil       @Copyright: Expired|Army|July 13, 1944.||Rots, France,:|Bell, Ken.|Ceremonies - Mil. - 1944/07/13.@Services - Religious - 1944/07/13.@France - Rots.@Army.
835|3225533|Infantrymen of the 8th Canadian Infantry Brigade advancing to attack the factory area of Caen. Ranville, France, 18 July 1944.|a162446-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a162446-v6|Credit: Lieut. H. Gordon Aikman / Canada.  Dept. of National Defence / Library and Archives Canada / PA-162446       @Restrictions on use: Nil       @Copyright: Expired|Army|July 18, 1944.||Ranville, France:|Aikman, H. Gordon.|Mil. - Ops. - Land - 1944/07/18.@Mil. - Units - Army - 8th Inf. Brig. - 1944/07/18.@Army.
